1994,Elton John and Tim Rice,The Lion King,AMA for Pop/Rock (Won)
1995,Alanis Morissette,Jagged Little Pill,AMA for Pop/Rock (Won)
1996,George Strait,Blue Clear Sky,AMA for Country (Won)
1996,Toni Braxton,Secrets,AMA for Soul/R&B (Won)
1996,Spice Girls,Spice,AMA for Pop/Rock (Won)
1997,Will Smith,Big Willie Style,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won)"
1997,George Strait,Carrying Your Love with Me,AMA for Country (Won)
1997,Garth Brooks,Sevens,AMA for Country (Won)
1997,Mary J. Blige,Share My World,AMA for Soul/R&B (Won)
1998,Garth Brooks,Double Live,AMA for Country (Won)
1998,Lauryn Hill,The Miseducation of Lauryn Hill,AMA for Soul/R&B (Won)
1999,Faith Hill,Breathe,AMA for Country (Won)
1999,Creed,Human Clay,AMA for Pop/Rock (Won)
1999,Santana,Supernatural,AMA for Pop/Rock (Won)
2000,Toni Braxton,The Heat,AMA for Soul/R&B (Won)
2001,Aaliyah,Aaliyah,AMA for Soul/R&B (Won)
2001,Tim McGraw,Set This Circus Down,AMA for Country (Won)
2001,Destiny's Child,Survivor,AMA for Pop/Rock (Won)
2002,Dixie Chicks,Home,AMA for Country (Won)
2002,Justin Timberlake,Justified,AMA for Pop/Rock (Won)
2002,Eminem,The Eminem Show,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won), AMA for Rap/HipHop (Won)"
2002,Toby Keith,Unleashed,"AMA for Country (Nominated), AMA for Country (Won)"
2003,Luther Vandross,Dance with My Father,AMA for Soul/R&B (Won)
2003,50 Cent,Get Rich or Die Tryin',AMA for Rap/HipHop (Won)
2003,Michael Jackson,Number Ones,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won)"
2003,Toby Keith,Shock'n Y'all,AMA for Country (Won)
2003,Outkast,Speakerboxxx/The Love Below,AMA for Rap/HipHop (Won)
2004,Green Day,American Idiot,AMA for Pop/Rock (Won)
2004,Usher,Confessions,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won)"
2004,Destiny's Child,Destiny Fulfilled,AMA for Soul/R&B (Won)
2004,Tim McGraw,Live Like You Were Dying,AMA for Country (Won)
2005,Nickelback,All the Right Reasons,AMA for Pop/Rock (Won)
2005,The Black Eyed Peas,Monkey Business,AMA for Rap/HipHop (Won)
2005,Carrie Underwood,Some Hearts,AMA for Country (Won)
2005,Mary J. Blige,The Breakthrough,AMA for Soul/R&B (Won)
2005,50 Cent,The Massacre,AMA for Rap/HipHop (Won)
2006,Daughtry,Daughtry,AMA for Pop/Rock (Won)
2006,Justin Timberlake,FutureSex/LoveSounds,"AMA for Pop/Rock (Nominated), AMA for Soul/R&B (Won)"
2006,Tim McGraw,Reflected: Greatest Hits Vol. 2,AMA for Country (Won)
2007,Alicia Keys,As I Am,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won)"
2007,Carrie Underwood,Carnival Ride,AMA for Country (Won)
2007,Kanye West,Graduation,AMA for Rap/HipHop (Won)
2007,T.I.,T.I. vs. T.I.P.,AMA for Rap/HipHop (Won)
2008,Taylor Swift,Fearless,"AMA for Pop/Rock (Nominated), AMA for Country (Won)"
2009,Carrie Underwood,Play On,AMA for Country (Won)
2009,Jay-Z,The Blueprint 3,AMA for Rap/HipHop (Won)
2010,Rihanna,Loud,"AMA for Pop/Rock (Nominated), AMA for Soul/R&B (Won)"
2010,Justin Bieber,My World 2.0,AMA for Pop/Rock (Won)
2010,Nicki Minaj,Pink Friday,AMA for Rap/HipHop (Won)
2010,Usher,Raymond v. Raymond,AMA for Soul/R&B (Won)
2010,Eminem,Recovery,"AMA for Pop/Rock (Nominated), AMA for Rap/HipHop (Won)"
2010,Taylor Swift,Speak Now,AMA for Country (Won)
2011,Adele,21,AMA for Pop/Rock (Won)
2011,Rihanna,Talk That Talk,AMA for Soul/R&B (Won)
2012,Justin Bieber,Believe,AMA for Pop/Rock (Won)
2012,Carrie Underwood,Blown Away,AMA for Country (Won)
2012,Nicki Minaj,Pink Friday: Roman Reloaded,"AMA for Pop/Rock (Nominated), AMA for Rap/HipHop (Won)"
2012,Taylor Swift,Red,"AMA for Pop/Rock (Nominated), AMA for Country (Won)"
2012,One Direction,Take Me Home,AMA for Pop/Rock (Won)
2012,Macklemore & Ryan Lewis,The Heist,AMA for Rap/HipHop (Won)
2013,Beyoncé,Beyoncé,AMA for Soul/R&B (Won)
2013,One Direction,Midnight Memories,AMA for Pop/Rock (Won)
2013,Justin Timberlake,The 20/20 Experience,"AMA for Pop/Rock (Nominated), AMA for Soul/R&B (Won)"
2014,Taylor Swift,1989,AMA for Pop/Rock (Won)
2014,Florida Georgia Line,Anything Goes,AMA for Country (Won)
2014,Brantley Gilbert,Just as I Am,AMA for Country (Won)
2014,Iggy Azalea,The New Classic,AMA for Rap/HipHop (Won)
2014,Nicki Minaj,The Pinkprint,AMA for Rap/HipHop (Won)
2015,The Weeknd,Beauty Behind the Madness,AMA for Soul/R&B (Won)
2015,Justin Bieber,Purpose,AMA for Pop/Rock (Won)
2015,Carrie Underwood,Storyteller,AMA for Country (Won)
2016,Bruno Mars,24K Magic,"AMA for Pop/Rock (Won), AMA for Soul/R&B (Won)"
2016,Rihanna,Anti,AMA for Soul/R&B (Won)
2016,Keith Urban,Ripcord,AMA for Country (Won)
2016,Drake,Views,"AMA for Pop/Rock (Nominated), AMA for Rap/HipHop (Won)"
2017,Kendrick Lamar,DAMN.,AMA for Rap/HipHop (Won)
